00000007,00000237,00000186,00000341,00000440,00001942
00000020,00001024,00000066,00000894,00000299,00000642
00000022,00000066,00001726,00001990,00001905,00000766
00000023,00000766,00000066,00000024,00000363,00001765
00000024,00001990,00001726,00000299,00000766,00000352
00000026,00001400,00001711,00000923,00000237,00000344
00000027,00001419,00001362,00001364,00000955,00000363
00000033,00000601,00001942,00000344,00000923,00000338
00000035,00001942,00001235,00000344,00001394,00000378
00000037,00000601,00001400,00000237,00000981,00000034
00000041,00000344,00001988,00000954,00001401,00001235
00000042,00000338,00000186,00001942,00000942,00001739
00000048,00001980,00001942,00000339,00001235,00000601
00000055,00001642,00001711,00001440,00000440,00001030
00000066,00000894,00000299,00000352,00000766,00000363
00000072,00001711,00000340,00000665,00001237,00000896
00000183,00001129,00000344,00000186,00000341,00000923
00000187,00000440,00001739,00001642,00001030,00001440
00000194,00001363,00000658,00001952,00000740,00001726
00000205,00001990,00001984,00000894,00000024,00000299
00000226,00000024,00001060,00001733,00000766,00001726
00000234,00000066,00000955,00000299,00000361,00000443
00000237,00000186,00001400,00000981,00000341,00000923
00000249,00000766,00000642,00000024,00000894,00000363
00000254,00000344,00000923,00000341,00000186,00000601
00000279,00000186,00000328,00000378,00001739,00000263
00000288,00000923,00000942,00001226,00001980,00001942
00000328,00000186,00000378,00001951,00000923,00001942
00000337,00000753,00001425,00001726,00000299,00000896
00000338,00001942,00000923,00000344,00000378,00001226
00000339,00000344,00001980,00000338,00000942,00000186
00000351,00000558,00000553,00000957,00000299,00001554
00000352,00000299,00000024,00000766,00001726,00000894
00000364,00001953,00001624,00000614,00000740,00000299
00000365,00001726,00001364,00000614,00001923,00000363
00000367,00001953,00001952,00001726,00000740,00000987
00000369,00001363,00000763,00000024,00001953,00000955
00000378,00000341,00001226,00000923,00000601,00000186
00000380,00001980,00000341,00000338,00001226,00000186
00000383,00000894,00000024,00000766,00001990,00000352
00000388,00000948,00000753,00001974,00001554,00000558
00000398,00000942,00001980,00001401,00000341,00001226
00000400,00000344,00001454,00000341,00000186,00000923
00000402,00000955,00000361,00001496,00000443,00001915
00000414,00001554,00001923,00000974,00000558,00001726
00000443,00001923,00000365,00001726,00000955,00000363
