00000006,00000024,00000299,00001990,00000894,00000766
00000007,00001942,00001642,00000186,00000378,00000026
00000008,00001942,00000942,00000341,00000912,00001226
00000020,00000363,00000642,00000955,00001024,00000299
00000022,00000763,00000024,00000955,00000352,00001364
00000023,00000024,00000642,00001364,00000066,00000352
00000024,00001726,00000766,00000352,00000894,00001990
00000026,00000186,00000981,00001400,00000341,00000601
00000027,00001364,00000955,00001419,00001363,00001726
00000033,00000338,00001034,00000923,00000186,00000341
00000035,00000263,00001235,00001401,00000942,00000606
00000037,00000981,00001711,00000601,00001400,00000034
00000041,00000279,00000601,00001988,00000344,00000328
00000042,00001394,00001739,00000263,00000341,00001253
00000048,00001942,00000923,00000601,00000344,00000186
00000055,00000440,00001642,00001711,00001440,00001030
00000063,00001062,00000601,00000237,00000344,00001711
00000064,00001226,00000237,00000942,00000935,00000601
00000066,00001905,00001024,00000766,00000642,00000763
00000070,00000563,00001440,00001030,00001642,00001711
00000072,00001711,00001237,00000896,00000665,00000340
00000096,00000601,00000344,00000923,00000186,00000341
00000112,00000766,00001623,00000984,00000894,00001643
00000113,00001643,00000978,00001726,00000299,00001740
00000183,00000601,00001129,00000923,00000344,00000186
00000187,00001642,00001440,00001739,00001235,00000440
00000194,00000299,00001242,00001193,00001362,00001953
00000203,00001761,00000024,00001759,00001990,00001726
00000205,00001990,00000383,00000352,00000766,00001923
00000214,00000378,00000338,00000923,00001980,00000344
00000219,00001974,00000299,00001973,00001559,00000955
00000226,00001990,00000766,00000024,00000299,00001733
00000231,00000026,00000341,00000601,00000186,00001711
00000234,00001923,00000894,00000763,00001364,00000955
00000237,00001400,00000601,00000026,00000923,00000341
00000238,00001973,00000955,00001897,00001354,00000363
00000240,00000912,00000008,00001980,00000601,00000186
00000241,00000944,00001711,00000440,00001440,00001642
00000242,00000341,00000344,00001030,00001942,00000186
00000249,00000766,00000955,00000352,00001990,00000642
00000254,00000601,00000344,00000186,00000923,00000341
00000256,00000942,00000378,00000923,00000344,00000186
00000259,00000344,00000601,00000923,00000341,00000186
00000260,00000299,00001726,00001973,00001554,00000558
00000261,00001554,00001990,00000352,00001726,00001609
00000279,00000601,00000942,00001394,00000344,00000954
00000288,00000923,00000942,00000186,00000601,00000378
00000289,00001242,00000363,00001363,00001897,00000955
00000325,00000352,00001726,00000024,00000299,00000894
00000327,00000352,00001990,00001726,00000024,00000894
00000328,00000378,00001226,00001951,00001942,00000954
00000337,00000753,00000299,00000896,00001923,00001425
00000338,00001942,00000378,00000923,00001226,00000344
00000339,00000344,00000923,00001942,00000186,00001226
00000350,00000554,00000401,00001554,00001364,00000975
00000351,00000558,00000976,00000553,00001973,00000957
00000352,00000024,00000766,00000894,00001990,00000299
00000353,00000338,00001942,00000186,00000942,00000378
00000364,00001915,00001953,00001624,00000363,00001923
00000365,00000443,00000955,00000668,00000614,00001364
00000366,00001989,00000955,00001344,00001363,00001242
00000367,00001238,00000955,00000299,00000987,00001363
00000369,00000024,00001726,00000740,00000987,00000363
00000371,00000344,00000186,00000341,00000923,00000601
00000378,00001980,00000601,00001226,00000341,00000344
00000380,00000186,00000341,00000378,00000338,00000923
00000383,00000299,00000766,00000024,00000894,00001990
00000388,00000558,00001973,00001726,00000753,00001974
00000394,00000299,00001726,00001974,00000558,00001973
00000398,00001980,00000338,00001401,00000186,00000601
00000400,00000923,00001454,00000341,00000186,00000344
00000402,00000299,00001915,00000668,00001496,00001365
00000403,00000894,00001990,00001973,00000352,00000024
00000414,00001974,00000957,00001726,00001923,00001973
00000422,00000923,00000344,00000601,00000341,00000186
00000442,00001364,00000365,00000363,00001726,00001381
00000443,00000363,00001923,00000299,00000361,00001365
00000446,00001604,00000957,00000558,00000608,00000299
00000449,00000344,00000923,00000075,00001951,00000328
00000453,00000363,00000658,00001726,00001364,00000955
00000490,00001242,00000740,00000363,00000987,00001238
00000492,00000955,00000194,00001363,00001238,00000740
00000497,00000923,00000186,00000601,00000341,00000344
00000537,00000299,00001726,00000363,00000894,00001001
00000541,00001955,00000955,00000299,00000363,00000936
00000542,00000344,00000923,00000601,00000341,00000186
00000543,00000894,00000352,00000766,00001207,00001990
00000545,00000024,00001733,00001554,00000974,00000766
00000549,00000766,00000352,00001726,00000642,00000894
00000550,00001975,00001974,00001897,00001554,00000299
00000553,00001974,00000351,00001554,00001923,00000957
00000554,00000955,00000975,00001553,00001974,00001364
00000555,00000608,00000559,00000753,00001974,00000558
00000557,00001726,00000753,00000558,00001974,00000299
00000558,00001726,00001974,00000299,00001554,00001973
00000559,00001726,00000948,00001425,00001554,00000299
00000560,00001027,00001554,00001364,00001001,00000066
00000562,00000981,00001711,00000037,00000344,00000601
00000574,00000975,00001990,00001364,00001001,00000955
00000581,00001990,00000299,00001984,00000024,00001923
00000596,00001364,00000352,00000024,00001897,00000558
00000606,00000341,00000923,00000601,00000263,00000344
00000608,00001554,00001973,00001975,00000299,00001923
00000611,00001897,00001242,00001344,00000955,00001989
00000616,00001711,00000601,00000237,00000981,00001400
00000617,00000766,00000299,00000024,00001726,00000202
00000624,00000365,00001923,00000299,00001365,00001897
00000625,00001445,00001613,00000658,00000453,00000363
00000626,00000363,00000732,00000918,00000955,00001289
00000628,00000363,00001364,00001726,00000955,00000299
00000630,00000186,00000263,00001401,00001980,00001226
00000632,00000363,00001242,00001363,00000955,00000658
00000642,00000299,00000352,00000024,00000894,00000955
00000644,00000497,00000601,00000923,00000344,00000341
00000651,00001275,00000341,00000981,00000055,00000338
00000668,00001365,00001364,00000955,00000443,00000365
00000669,00000299,00000363,00001726,00001364,00000955
00000674,00001726,00001915,00000363,00001496,00000443
00000675,00000402,00001915,00001299,00000361,00001923
00000676,00001242,00001363,00000363,00001366,00000955
00000678,00000299,00001364,00000955,00000363,00001726
00000681,00000614,00000363,00000955,00000896,00000361
00000683,00000363,00001363,00001242,00000955,00000658
00000684,00000378,00000601,00000923,00001942,00000186
00000692,00001930,00001362,00001238,00001419,00000740
00000693,00001024,00000614,00000894,00001905,00001990
00000701,00001973,00000558,00001974,00000299,00001554
00000702,00000363,00000955,00001364,00001922,00000900
00000703,00000299,00001974,00001242,00000558,00001973
00000711,00000766,00001990,00000894,00001726,00000299
00000727,00000642,00000453,00000658,00000763,00000363
00000730,00000952,00000341,00001951,00000186,00000601
00000733,00000955,00001974,00000299,00000363,00001554
00000738,00001973,00001974,00000299,00001726,00001923
00000740,00000987,00001362,00001952,00000363,00001363
00000742,00000341,00000923,00000344,00000186,00000601
00000751,00000601,00000344,00000341,00000923,00000186
00000755,00000299,00000763,00000765,00001753,00000764
00000757,00000765,00000762,00000767,00000203,00000024
00000758,00000764,00000766,00000894,00001760,00000352
00000759,00000066,00000766,00001726,00000894,00000761
00000760,00001761,00000894,00001759,00000024,00001990
00000761,00000765,00001753,00000066,00001364,00000352
00000762,00001990,00000352,00001759,00000760,00000765
00000763,00001726,00000066,00000299,00000352,00000766
00000765,00000767,00001726,00000764,00001759,00000894
00000766,00000352,00000894,00001990,00001726,00000024
00000767,00001759,00000760,00000894,00001760,00001726
00000769,00000558,00001974,00001997,00000299,00000975
00000770,00001974,00001897,00000299,00001726,00001973
00000772,00001440,00000440,00001886,00001711,00001642
00000776,00000668,00000363,00001365,00000365,00001726
00000818,00001867,00000299,00000206,00000024,00001990
00000864,00000024,00000299,00000383,00000894,00001537
00000876,00001275,00000237,00001400,00000651,00000026
00000884,00001242,00000753,00000299,00001989,00001726
00000891,00000299,00000894,00000766,00001726,00000352
00000893,00000341,00000923,00000259,00000344,00000186
00000894,00000766,00000024,00001990,00001726,00000299
00000900,00000363,00000955,00001364,00001726,00000299
00000902,00000601,00000923,00000344,00001951,00000186
00000906,00001980,00001226,00001942,00000341,00000186
00000912,00000240,00000341,00000338,00000008,00000942
00000913,00001980,00001957,00000186,00001942,00001226
00000916,00001923,00000955,00000443,00000361,00000363
00000919,00001879,00000948,00001897,00001973,00000999
00000935,00000186,00001400,00000341,00001980,00000026
00000936,00000363,00000541,00000955,00000299,00001726
00000941,00000361,00001361,00000365,00001365,00000668
00000942,00000601,00000923,00000344,00000341,00000338
00000945,00000024,00000299,00001990,00000352,00001726
