00000007,00001942,00001400,00000942,00000344,00000440
00000008,00000341,00000942,00001226,00000378,00000186
00000020,00000352,00001001,00001364,00000363,00000299
00000022,00000763,00000766,00000955,00000066,00001364
00000023,00001765,00001364,00001990,00000352,00001726
00000024,00000352,00000766,00001990,00000894,00000299
00000026,00001400,00000981,00000344,00000341,00000601
00000027,00000955,00000987,00001419,00000299,00001238
00000033,00001034,00001942,00000923,00000601,00000344
00000035,00001226,00000601,00000033,00000186,00000338
00000037,00000981,00001711,00000341,00000601,00000034
00000041,00000923,00001394,00000340,00000341,00001980
00000042,00001394,00000344,00001980,00001235,00000186
00000048,00000338,00000341,00000942,00001401,00000601
00000055,00001440,00001711,00001030,00000440,00001642
00000066,00000894,00000024,00000955,00000766,00001001
00000072,00000896,00001711,00001237,00000340,00000665
00000096,00000601,00000344,00000923,00000186,00000341
00000112,00001623,00000945,00001643,00000352,00000299
00000183,00000601,00000341,00000923,00000186,00001129
00000187,00001739,00001642,00000440,00001440,00001030
00000194,00001419,00001364,00001238,00001952,00001953
00000205,00001923,00000894,00001990,00000766,00000024
00000214,00000923,00000186,00000341,00000942,00000344
00000226,00000766,00001726,00001733,00001060,00001990
00000234,00000361,00000763,00000614,00001001,00001990
00000237,00000923,00000981,00000186,00000341,00000026
00000238,00000363,00001973,00001354,00000955,00000658
00000240,00001980,00000601,00000378,00000344,00001226
00000242,00001942,00000338,00001400,00000344,00000341
00000249,00001990,00000894,00000299,00001364,00001726
00000254,00000186,00000923,00000344,00000601,00000341
00000256,00000601,00000923,00001980,00001226,00000344
00000259,00000186,00000923,00000344,00000341,00000601
00000260,00000979,00001726,00001974,00001973,00000299
00000279,00000041,00000075,00001394,00000263,00001739
00000288,00000363,00000942,00000378,00000186,00001226
00000289,00000955,00000363,00001897,00001242,00001363
00000325,00001733,00000024,00000766,00001060,00000753
00000327,00000024,00000766,00001726,00000352,00001990
00000328,00000075,00000942,00000338,00001942,00000378
00000337,00000896,00000299,00001726,00001381,00001923
00000338,00000923,00000601,00001942,00000378,00000341
00000339,00000186,00000341,00000344,00001942,00000923
00000350,00001559,00001364,00001974,00000401,00001553
00000351,00001923,00000976,00001975,00001974,00000558
00000352,00001726,00001990,00000024,00000894,00000766
00000353,00000923,00000338,00001980,00000601,00000378
00000364,00000658,00000668,00001362,00000614,00001242
00000365,00001365,00000614,00001923,00000299,00000361
00000366,00001242,00001363,00000955,00000363,00001344
00000367,00001362,00001419,00001242,00000363,00000740
00000369,00001242,00001025,00001363,00001001,00001419
00000371,00000923,00000601,00000344,00000186,00000341
00000378,00000341,00000942,00000601,00001226,00000344
00000380,00000923,00001226,00000186,00001942,00000341
00000383,00000894,00001726,00000299,00000024,00000766
00000388,00001974,00000299,00001726,00001554,00000948
00000394,00001554,00000558,00001726,00001973,00001974
00000398,00001980,00000338,00000923,00000378,00000341
00000400,00000601,00000341,00001454,00000923,00000186
00000402,00000668,00000955,00000614,00001923,00000443
00000414,00000957,00000974,00001973,00001726,00001975
00000422,00000601,00000186,00000344,00000341,00000923
00000443,00001923,00001365,00000299,00001364,00001726
00000446,00000957,00000984,00001974,00000979,00001944
00000449,00000954,00001942,00001226,00001951,00000341
00000453,00000363,00000658,00000299,00001364,00001726
00000490,00001952,00000753,00001238,00000299,00001726
00000542,00000186,00000341,00000601,00000923,00000344
00000543,00000299,00000894,00000024,00001726,00001207
00000545,00001973,00000383,00000753,00000299,00001537
00000549,00000614,00001365,00000024,00000066,00001001
00000550,00000976,00001975,00001554,00000558,00001973
00000553,00001975,00000957,00001923,00001974,00000558
00000554,00000558,00001974,00001559,00001364,00000955
00000555,00000557,00000948,00001975,00000976,00001425
