00000007,00001440,00001226,00000440,00000341,00000981
00000022,00000642,00000766,00001024,00001905,00000894
00000023,00000766,00001726,00001024,00001001,00001990
00000024,00000766,00001726,00001990,00000894,00000352
00000026,00000341,00000601,00000344,00000186,00000981
00000033,00000341,00000344,00001980,00001034,00000186
00000035,00000378,00000601,00001226,00000606,00001034
00000037,00000034,00000344,00000026,00001711,00000923
00000041,00001951,00000263,00001235,00001226,00001394
00000048,00001394,00000339,00000942,00001942,00000378
00000055,00001440,00001030,00000440,00001711,00001642
00000066,00001726,00000894,00001364,00001001,00001905
00000226,00001733,00001990,00000894,00000299,00001060
00000237,00000341,00001400,00000981,00000344,00000923
00000279,00000263,00000338,00001942,00000328,00000344
00000288,00000378,00000601,00000338,00000341,00000923
00000328,00001942,00000601,00001226,00000344,00000378
00000338,00000923,00001942,00000942,00000344,00000341
00000339,00000923,00001980,00000942,00000341,00001226
00000352,00000766,00001726,00000299,00000024,00000894
00000378,00000344,00000186,00000601,00001942,00001226
00000380,00000378,00001942,00000942,00000344,00000923
00000383,00000894,00001726,00000766,00001990,00000299
00000398,00001980,00000263,00000186,00001401,00001394
00000449,00001951,00000378,00000344,00000328,00001942
00000453,00000955,00001364,00001726,00000363,00000658
00000606,00000923,00000341,00000186,00000344,00000263
00000617,00000024,00001443,00000894,00000299,00000352
00000642,00000894,00001990,00000766,00000363,00000066
00000651,00000055,00001275,00000981,00000026,00000942
00000678,00000955,00001412,00001364,00001726,00000299
00000727,00001001,00001905,00000766,00000894,00001990
00000730,00001951,00000344,00000923,00000601,00000341
00000763,00000024,00000363,00001364,00001990,00000766
00000766,00001990,00000299,00001726,00000352,00000894
00000818,00001443,00000352,00001726,00001867,00001207
00000864,00000024,00000766,00000352,00001990,00001207
00000876,00001400,00000186,00000344,00000651,00000026
00000894,00000766,00000024,00000352,00001990,00001726
00000906,00001980,00001711,00001642,00000935,00000338
00000935,00001400,00000942,00001980,00000186,00001942
00000942,00000341,00000378,00000923,00001226,00001942
00000954,00000344,00000923,00000341,00000328,00001942
00000981,00000341,00000344,00000601,00000237,00001400
00001001,00001024,00000024,00000763,00000894,00001905
00001024,00001905,00000894,00000642,00000066,00001990
00001034,00000601,00000378,00000923,00001226,00000341
00001060,00000024,00000352,00001733,00000766,00001726
00001201,00001364,00000363,00000766,00001726,00001905
00001213,00000642,00000024,00000753,00000766,00001364
00001226,00000338,00000378,00000344,00001942,00000942
00001230,00001980,00000440,00001440,00000935,00001942
00001270,00000923,00000344,00001454,00000601,00000341
00001275,00000923,00001226,00001030,00000186,00001942
00001283,00000344,00001226,00000341,00000186,00001951
00001338,00001942,00001980,00000341,00000344,00000033
00001392,00000942,00000338,00001226,00000601,00000923
00001394,00000186,00000942,00000923,00000378,00001739
00001397,00001283,00000340,00000075,00000923,00000186
00001400,00000344,00000237,00000341,00000026,00000981
00001401,00000263,00000338,00000923,00001235,00000186
00001412,00001726,00000678,00000363,00001364,00000299
00001443,00000352,00001726,00000383,00000202,00000766
00001454,00000601,00000341,00000923,00000186,00000344
00001733,00001990,00000024,00001726,00000299,00000894
00001867,00001207,00000617,00000766,00000352,00000299
00001905,00000299,00001726,00000363,00001001,00000763
00001942,00001226,00000338,00000923,00000186,00000601
00001951,00000340,00000923,00000186,00000344,00000601
00001980,00000344,00000942,00001226,00001942,00000601
00001988,00000601,00000341,00000923,00001951,00000340
00001990,00000766,00000894,00000352,00000024,00000299
